show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s708,TV Show,Forgotten Storm,Aiko Silva,"Yuki Dubois, Daniel Rossi, Kenji Garcia, Aarav Nguyen, Aiko Rossi",United States,"February 12, 2021",2021,TV-14,1 Season,"Kids' TV, TV Action & Adventure","A tightly wound story exploring family, betrayal, and the search for belonging."
s1077,Movie,Distant Garden,Kenji Kim,"Kenji Patel, Elena Müller",United States,"July 15, 2024",2020,PG,155 min,"Sci-Fi & Fantasy, Thrillers, Dramas",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s1247,Movie,Quiet Whisper,Diego Park,,  United States  ,"July 12, 2020",2016,PG-13,88 min,Dramas,An emotional journey that blends humor and heartbreak in equal measure.
s1064,TV Show,Silent Horizon,,"Fatima Kim, Grace Kim, Daniel Tanaka",France,"April 5, 2023",2008,TV-MA,6 Seasons,TV Comedies,A suspenseful ride following a group determined to uncover the truth.
s583,Movie,Lost Shadows,Nina Tanaka,,India,"August 14, 2021",2019,G,126 min,"Comedies, Documentaries, Children & Family Movies","A tightly wound story exploring family, betrayal, and the search for belonging."
s737,Movie,Endless Harbor,Wei Silva,"Wei Sharma, Grace Kim, Priya Costa, Nina Khan",Canada,"February 6, 2015",2006,R,166 min,"Independent Movies, Action & Adventure, Dramas",An emotional journey that blends humor and heartbreak in equal measure.
s637,TV Show,Burning Skyline,,"Grace Cohen, Liam Khan, Aarav Costa, James Nakamura",Brazil,"October 22, 2022",2020,TV-Y,1 Season,Romantic TV Shows,"A tightly wound story exploring family, betrayal, and the search for belonging."
s1033,TV Show,Sacred Kingdom,,,Germany,"December 24, 2020",2008,TV-14,4 Seasons,TV Comedies,An emotional journey that blends humor and heartbreak in equal measure.
s454,Movie,Quiet Storm,,"Grace Sharma, Wei Sharma, Kenji Rossi, Noah Costa, Nina Patel",Mexico,"July 27, 2017",2013,TV-14,176 min,"Thrillers, Sci-Fi & Fantasy, Action & Adventure","A tightly wound story exploring family, betrayal, and the search for belonging."
s1066,Movie,Hidden Kingdom,Amara Khan,"Sofia Garcia, Aiko Müller, Amara Brown",South Korea,"April 6, 2022",2022,G,64 min,"Romantic Movies, Documentaries, Thrillers",An emotional journey that blends humor and heartbreak in equal measure.
s970,Movie,Hidden Whisper,,"Amara Tanaka, Yuki Johnson, Lucas Cohen, Diego Patel, Sofia Garcia",United States,"August 4, 2021",2015,G,116 min,"Romantic Movies, Action & Adventure",A gripping story that follows unexpected turns as characters confront their past.
s427,TV Show,Burning Empire,Nina Nguyen,,United Kingdom,"September 17, 2022",2005,TV-14,5 Seasons,"Docuseries, TV Dramas",An emotional journey that blends humor and heartbreak in equal measure.
s74,Movie,Forgotten Whisper,,,united states,"September 27, 2018",2007,R,113 min,Thrillers,A heartfelt look at ordinary lives caught in extraordinary circumstances.
s118,Movie,Silent Symphony,,"James Kim, Elena Müller, Grace Nguyen",India,"June 26, 2022",2016,PG,151 min,"Horror Movies, Children & Family Movies, Comedies",A gripping story that follows unexpected turns as characters confront their past.
s436,Movie,Burning Empire,,"Daniel Müller, Aiko Nguyen, Priya Müller",Spain,"December 21, 2024",2024,R,148 min,Dramas,An emotional journey that blends humor and heartbreak in equal measure.
s1132,TV Show,Burning Empire: Tapes,,"Fatima Patel, Liam Khan, Lucas Silva, Amara Patel",United States,"August 9, 2019",2016,TV-14,2 Seasons,"Kids' TV, TV Dramas, Anime Series","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s44,Movie,Quiet Kingdom,Fatima Patel,,France,"November 16, 2020",2020,R,129 min,"Documentaries, Thrillers","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s1158,Movie,Hidden Horizon,Sofia Cohen,,,"December 18, 2024",2023,R,151 min,"Children & Family Movies, Horror Movies, Comedies",An emotional journey that blends humor and heartbreak in equal measure.
s368,Movie,Silent Kingdom,,"Diego Müller, Aarav Fernandez, Noah Johnson, Fatima Cohen",United Kingdom,"March 21, 2018",2010,R,151 min,"Comedies, Action & Adventure",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s6,TV Show,Burning Symphony: Tapes,,"Wei Khan, James Fernandez, Grace Garcia",France,"July 22, 2019",2007,TV-14,2 Seasons,"Crime TV Shows, TV Comedies","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s1183,TV Show,Quiet Whisper,,"Wei Müller, Wei Silva",United States,"September 18, 2019",2011,TV-14,3 Seasons,Crime TV Shows,A heartfelt look at ordinary lives caught in extraordinary circumstances.
s941,Movie,Forgotten Harbor,Fatima Nguyen,"Meera Garcia, Nina Sharma",italy,"April 7, 2021",2009,PG-13,159 min,"Thrillers, Horror Movies, Sci-Fi & Fantasy",A suspenseful ride following a group determined to uncover the truth.
s1199,TV Show,Last River,,"Amara Park, Wei Brown, Grace Sharma, Yuki Nakamura, Elena Rossi",Japan,"November 23, 2020",2017,TV-Y7,3 Seasons,"Reality TV, TV Action & Adventure",A suspenseful ride following a group determined to uncover the truth.
s485,Movie,Broken River,,"Fatima Müller, Sofia Brown, Aarav Garcia, Amara Nguyen, Elena Costa",India,"September 23, 2020",2015,R,110 min,"Romantic Movies, Action & Adventure, Independent Movies",A suspenseful ride following a group determined to uncover the truth.
s331,Movie,Endless Legacy,Noah Sharma,"Daniel Garcia, Aarav Müller, Meera Silva",Japan,"February 27, 2022",2008,PG-13,83 min,Romantic Movies,A heartfelt look at ordinary lives caught in extraordinary circumstances.
s1125,Movie,Quiet Journey,Wei Kim,,,"June 14, 2019",2012,PG,101 min,"Independent Movies, Horror Movies","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s881,Movie,Hidden Horizon,Kenji Rossi,"Carlos Garcia, Elena Müller, Priya Müller, Diego Fernandez",United States,"July 22, 2019",2012,TV-MA,141 min,Documentaries,A gripping story that follows unexpected turns as characters confront their past.
s12,Movie,Lost Shadows,Priya Garcia,,Italy,"May 11, 2022",2008,R,113 min,"Sci-Fi & Fantasy, Dramas",An emotional journey that blends humor and heartbreak in equal measure.
s542,Movie,Burning Frontier,Priya Cohen,"Meera Costa, Elena Brown, Daniel Johnson, Priya Fernandez, Meera Nguyen",South Korea,"September 3, 2023",2023,NC-17,140 min,Comedies,"Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s492,Movie,Dark Journey,,"Aarav Garcia, Carlos Khan, Meera Costa, Liam Nguyen",France,"April 27, 2021",2021,TV-MA,135 min,Independent Movies,"A tightly wound story exploring family, betrayal, and the search for belonging."
s333,Movie,Burning Streets,,"Diego Brown, Priya Brown, Grace Sharma",United Kingdom,"February 9, 2020",2009,TV-MA,120 min,Comedies,A heartfelt look at ordinary lives caught in extraordinary circumstances.
s743,TV Show,Distant Echoes,,"Lucas Patel, Carlos Kim, Priya Patel, James Kim, James Fernandez",,"September 5, 2022",2022,TV-14,2 Seasons,"International TV Shows, Anime Series","A tightly wound story exploring family, betrayal, and the search for belonging."
s440,Movie,Lost Symphony,Aiko Costa,,United States,"June 3, 2022",2022,TV-MA,113 min,"Sci-Fi & Fantasy, Thrillers",A suspenseful ride following a group determined to uncover the truth.
s265,Movie,Forgotten Storm,Carlos Tanaka,"Diego Park, Elena Fernandez",,"December 8, 2018",2007,TV-14,119 min,"Documentaries, Action & Adventure, Sci-Fi & Fantasy",A suspenseful ride following a group determined to uncover the truth.
s712,Movie,Burning Echoes,Noah Tanaka,"Meera Rossi, Elena Costa, James Sharma, Priya Nguyen",United States,"June 26, 2016",2016,PG-13,104 min,Documentaries,A heartfelt look at ordinary lives caught in extraordinary circumstances.
s57,Movie,Broken Skyline,,"Liam Fernandez, James Johnson, Aarav Cohen",Australia,"March 21, 2019",2010,PG,167 min,"Romantic Movies, Thrillers, Children & Family Movies",An emotional journey that blends humor and heartbreak in equal measure.
s251,Movie,Distant Promise,,"Grace Khan, Daniel Patel, Priya Brown",Canada,"November 10, 2023",2017,R,146 min,"Documentaries, Comedies, Thrillers","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s654,Movie,Hidden Promise,,,India,"March 24, 2023",2018,NC-17,180 min,"Sci-Fi & Fantasy, Children & Family Movies",A suspenseful ride following a group determined to uncover the truth.
s526,Movie,Sacred Promise,Daniel Costa,,Japan,"September 24, 2023",2023,R,147 min,"Comedies, Independent Movies",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s1215,Movie,Shattered River,Amara Johnson,"Elena Rossi, James Cohen, Daniel Kim, Amara Costa, Elena Sharma",,"December 7, 2019",2008,PG-13,76 min,Dramas,"Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s55,Movie,Dark Storm,Nina Nakamura,"Noah Tanaka, Meera Johnson, Carlos Kim",Germany,"January 21, 2021",2006,NC-17,100 min,"Independent Movies, Dramas, Comedies",A gripping story that follows unexpected turns as characters confront their past.
s629,Movie,Shattered Shadows,Sofia Garcia,"Lucas Sharma, Kenji Khan, James Costa, Diego Rossi",United States,"January 23, 2021",2021,PG-13,103 min,Horror Movies,A gripping story that follows unexpected turns as characters confront their past.
s234,Movie,Last Streets,Aarav Costa,,Brazil,"February 1, 2021",2019,TV-14,95 min,"Sci-Fi & Fantasy, Independent Movies, Horror Movies","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s800,Movie,Last Echoes,Sofia Johnson,"Kenji Nguyen, Grace Cohen, Wei Fernandez",south korea,"October 24, 2024",2024,PG-13,95 min,Children & Family Movies,A heartfelt look at ordinary lives caught in extraordinary circumstances.
s85,Movie,Crimson Mirror,Yuki Brown,"Noah Sharma, James Patel",Canada,"September 26, 2023",2023,TV-14,128 min,"Horror Movies, Dramas","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s951,Movie,Shattered Empire,Priya Brown,"Sofia Kim, James Dubois, Carlos Johnson",Australia,"August 6, 2018",2008,TV-MA,98 min,Documentaries,A heartfelt look at ordinary lives caught in extraordinary circumstances.
s686,TV Show,Broken Legacy,,"Grace Khan, Meera Nguyen, Fatima Silva",United States,"July 7, 2022",2022,TV-MA,3 Seasons,"International TV Shows, TV Action & Adventure",A suspenseful ride following a group determined to uncover the truth.
s1223,Movie,Quiet Mirror,,"Priya Park, Fatima Costa, Nina Brown, Noah Nguyen",United States,"January 26, 2020",2017,PG,126 min,"Thrillers, Romantic Movies, Dramas",A suspenseful ride following a group determined to uncover the truth.
s1015,Movie,Sacred Whisper,Yuki Silva,"Fatima Patel, Aiko Brown, Noah Silva, Lucas Kim",United States,"July 27, 2016",2016,NC-17,171 min,"Horror Movies, Dramas, Children & Family Movies",A suspenseful ride following a group determined to uncover the truth.
s126,TV Show,Endless Promise,Liam Dubois,,south korea,"August 5, 2023",2023,TV-MA,2 Seasons,"International TV Shows, TV Action & Adventure","A tightly wound story exploring family, betrayal, and the search for belonging."
s720,Movie,Silent Journey,Grace Sharma,"Sofia Dubois, Carlos Rossi, Kenji Müller",United States,"November 1, 2019",2007,PG,131 min,"Dramas, Documentaries","A tightly wound story exploring family, betrayal, and the search for belonging."
s188,Movie,Broken Skyline,James Tanaka,"Lucas Nakamura, Daniel Johnson",United States,"July 7, 2018",2018,R,148 min,"Thrillers, Independent Movies",An emotional journey that blends humor and heartbreak in equal measure.
s562,Movie,Wild Streets,Amara Costa,"Meera Cohen, Sofia Tanaka",Australia,"September 1, 2022",2010,TV-MA,66 min,"Horror Movies, Independent Movies",An emotional journey that blends humor and heartbreak in equal measure.
s578,Movie,Silent Garden,Amara Brown,,United States,"September 5, 2019",2013,TV-MA,158 min,Thrillers,A gripping story that follows unexpected turns as characters confront their past.
s152,TV Show,Broken Harbor,,"Elena Garcia, Wei Khan",United States,"June 22, 2024",2024,TV-MA,2 Seasons,"TV Dramas, Kids' TV",A gripping story that follows unexpected turns as characters confront their past.
s945,TV Show,Sacred River,,"Daniel Fernandez, Sofia Dubois, Kenji Tanaka",Brazil,"December 9, 2023",2019,TV-G,4 Seasons,"Kids' TV, International TV Shows","A tightly wound story exploring family, betrayal, and the search for belonging."
s557,TV Show,Shattered Echoes,,"Daniel Cohen, Kenji Müller",United States,"November 12, 2016",2013,TV-MA,2 Seasons,International TV Shows,"Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s389,TV Show,Silent Mirror,,"Liam Khan, Wei Sharma",United States,"March 11, 2021",2019,TV-MA,1 Season,"Romantic TV Shows, TV Dramas","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s138,Movie,Distant Frontier,James Park,,Canada,"October 12, 2020",2006,R,83 min,"Romantic Movies, Comedies, Sci-Fi & Fantasy",A suspenseful ride following a group determined to uncover the truth.
s1034,Movie,Lost Harbor,Fatima Brown,"Kenji Nguyen, Elena Kim",Australia,"June 21, 2024",2024,PG-13,112 min,Comedies,A gripping story that follows unexpected turns as characters confront their past.
s173,TV Show,Endless Frontier,,"Kenji Johnson, Amara Silva, Carlos Nakamura, Wei Silva, Aiko Brown",united states,"December 1, 2017",2005,TV-14,1 Season,TV Dramas,An emotional journey that blends humor and heartbreak in equal measure.
s827,Movie,Broken Streets,Kenji Rossi,"Wei Nakamura, Diego Müller, Aarav Nguyen, Yuki Nguyen",Australia,"June 2, 2019",2019,PG,105 min,"Action & Adventure, Romantic Movies",A suspenseful ride following a group determined to uncover the truth.
s530,Movie,Wild Horizon,Fatima Costa,"Fatima Brown, Grace Sharma",Japan,"November 27, 2022",2022,TV-14,63 min,Action & Adventure,A gripping story that follows unexpected turns as characters confront their past.
s588,Movie,Last Symphony,Daniel Nguyen,,United States,"December 11, 2020",2006,PG-13,147 min,"Horror Movies, Sci-Fi & Fantasy",A suspenseful ride following a group determined to uncover the truth.
s1114,TV Show,Wild Empire: Files,,,Australia,"September 17, 2019",2005,TV-14,1 Season,"Crime TV Shows, TV Dramas",A gripping story that follows unexpected turns as characters confront their past.
s456,Movie,Distant Legacy,Diego Müller,"Carlos Kim, Elena Patel, Grace Costa, Yuki Patel, Aarav Brown",,"January 18, 2017",2017,TV-MA,146 min,"Romantic Movies, Documentaries",An emotional journey that blends humor and heartbreak in equal measure.
s224,TV Show,Sacred Echoes,,"Elena Johnson, Daniel Brown",india,"March 12, 2016",2006,TV-14,3 Seasons,"Anime Series, Kids' TV, Docuseries",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s709,Movie,Dark Echoes,Lucas Silva,,United States,"April 10, 2024",2021,TV-MA,72 min,"Comedies, Horror Movies",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s967,TV Show,Silent Skyline,,"Noah Sharma, Grace Khan, Meera Cohen, Lucas Sharma, Diego Kim",India,"February 3, 2024",2006,TV-MA,7 Seasons,"International TV Shows, Kids' TV, Reality TV","A tightly wound story exploring family, betrayal, and the search for belonging."
s178,Movie,Burning Promise,,,united states,"October 8, 2021",2021,G,114 min,Sci-Fi & Fantasy,An emotional journey that blends humor and heartbreak in equal measure.
s701,Movie,Sacred Mirror,James Dubois,"Fatima Tanaka, Grace Patel, Lucas Sharma",United Kingdom,"November 9, 2017",2017,TV-14,83 min,"Thrillers, Dramas","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s794,Movie,Lost Kingdom,Amara Kim,"Yuki Garcia, Yuki Nakamura, Meera Johnson",France,"April 19, 2021",2021,PG-13,96 min,"Comedies, Dramas",A suspenseful ride following a group determined to uncover the truth.
s846,Movie,Distant Kingdom,Grace Rossi,"Daniel Khan, Diego Müller, Aarav Khan",United States,"February 3, 2016",2015,TV-14,154 min,"Independent Movies, Romantic Movies, Documentaries","A tightly wound story exploring family, betrayal, and the search for belonging."
s375,Movie,Quiet Whisper,Aiko Johnson,"Wei Brown, Elena Nakamura, Daniel Tanaka, Amara Park",,"April 16, 2019",2019,PG-13,159 min,Dramas,An emotional journey that blends humor and heartbreak in equal measure.
